#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,bandwidthUnit,destinationHost,deviceId,endTime,iperf3Protocol,iperfRole,jobUUID,metricType,metricUUID,sourceHost,startTime
,,30,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T11:35:46.964823695Z,64.8,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T11:35:46.920805085Z,UDP,RECEIVER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,a274aeaa-ffd6-40a6-8984-fd903500ce48,h5138.pi.uni-bamberg.de,2024-04-03T11:35:41.779406106Z
,,31,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T11:35:46.964823695Z,65,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T11:35:46.920805085Z,UDP,SENDER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,a274aeaa-ffd6-40a6-8984-fd903500ce48,h5138.pi.uni-bamberg.de,2024-04-03T11:35:41.779406106Z
,,32,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T12:35:46.975077631Z,64.7,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T12:35:46.932413574Z,UDP,RECEIVER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,3aff552a-bd64-4fb0-a201-2523267e9d45,h5138.pi.uni-bamberg.de,2024-04-03T12:35:41.779490959Z
,,33,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T12:35:46.975077631Z,65,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T12:35:46.932413574Z,UDP,SENDER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,3aff552a-bd64-4fb0-a201-2523267e9d45,h5138.pi.uni-bamberg.de,2024-04-03T12:35:41.779490959Z
,,34,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T13:35:46.955699528Z,64.8,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T13:35:46.910135559Z,UDP,RECEIVER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,37dc2c0b-8415-41a0-b33e-d7d446027689,h5138.pi.uni-bamberg.de,2024-04-03T13:35:41.779456393Z
,,35,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T13:35:46.955699528Z,65,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T13:35:46.910135559Z,UDP,SENDER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,37dc2c0b-8415-41a0-b33e-d7d446027689,h5138.pi.uni-bamberg.de,2024-04-03T13:35:41.779456393Z
,,36,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T14:35:46.969422718Z,64.8,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T14:35:46.927180790Z,UDP,RECEIVER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,bf7d8c03-0718-4d2a-aaee-ad3cab3d8b4e,h5138.pi.uni-bamberg.de,2024-04-03T14:35:41.779371348Z
,,37,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T14:35:46.969422718Z,65,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T14:35:46.927180790Z,UDP,SENDER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,bf7d8c03-0718-4d2a-aaee-ad3cab3d8b4e,h5138.pi.uni-bamberg.de,2024-04-03T14:35:41.779371348Z
,,38,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T15:35:46.987376051Z,64.7,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T15:35:46.945085915Z,UDP,RECEIVER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,15cfbf62-42a4-450d-b958-031cf7e6792d,h5138.pi.uni-bamberg.de,2024-04-03T15:35:41.779365807Z
,,39,2024-03-04T22:35:49.864335928Z,2024-04-03T22:35:49.864335928Z,2024-04-03T15:35:46.987376051Z,65,bitrate,UDP_BW,Mbits/s,pulceo-node-69a9460614.germanywestcentral.cloudapp.azure.com,6dc8fca9-d1a6-4436-b1c9-122bbaa55235,2024-04-03T15:35:46.945085915Z,UDP,SENDER,0d32268f-4a58-41a4-8678-4e73d7a7e5cc,UDP_BW,15cfbf62-42a4-450d-b958-031cf7e6792d,h5138.pi.uni-bamberg.de,2024-04-03T15:35:41.779365807Z
