#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,destinationHost,requestType,requestUUID,resource,sourceHost,timestamp,unit
,,177,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:11:27.658587963Z,99.878274,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,05535b01-d502-4961-b778-5d30f59f39fe,/temperature,gateway1-edge-iot-simulator,1712239887607165880,ms
,,178,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T18:10:00.143970542Z,144.464261,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0559e873-e6b6-4c60-92df-03c882756602,/temperature,gateway1-edge-iot-simulator,1712254200091164877,ms
,,179,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T08:52:27.704484765Z,265.556324,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,056a3e8e-0dfa-4598-a5cc-b46faa45e591,/temperature,cloud1-edge-iot-simulator,1712220747641988982,ms
,,180,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T19:24:10.414723409Z,154.620428,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,05759b05-ca87-48b5-a630-f44890c1924b,/temperature,gateway1-edge-iot-simulator,1712258650362451713,ms
,,181,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:59:29.009500717Z,105.878559,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0577e493-e778-4a80-ad75-40787faa7a95,/temperature,gateway1-edge-iot-simulator,1712293168964870847,ms
,,182,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T00:51:17.785182143Z,285.127949,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,057837d4-2903-4da4-abe7-475850956687,/temperature,cloud1-edge-iot-simulator,1712191877724135508,ms
,,183,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T07:43:52.080786134Z,155.451172,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,059140f3-bb31-4839-a650-f0f8a4a020d4,/temperature,gateway1-edge-iot-simulator,1712303032034431004,ms
,,184,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T13:43:49.491387162Z,267.041789,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,059c9874-cd92-47e2-9991-9f7080a18510,/temperature,cloud1-edge-iot-simulator,1712238229425051913,ms
,,185,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T08:34:28.593231402Z,222.407291,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,05a946df-e3e1-4c18-af4b-5727c1d00f07,/temperature,gateway1-edge-iot-simulator,1712219668547943803,ms
,,186,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T15:44:22.066062513Z,264.859293,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,05be298b-f859-4e9a-ae8f-2e13dde171fb,/temperature,cloud1-edge-iot-simulator,1712245462002245551,ms
,,187,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T01:17:00.289833431Z,160.818673,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,05c1aac6-e8b6-4ef1-915e-aa02f60cb8ee,/temperature,gateway1-edge-iot-simulator,1712279820231203008,ms
,,188,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:56:36.584792825Z,272.355371,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,05e79634-c85a-4cd4-8d1f-ff71cf72a44f,/temperature,cloud1-edge-iot-simulator,1712235396521200609,ms
,,189,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:25:33.133614659Z,269.938745,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,05f425b9-af01-4f28-8a7c-497eeac22c7c,/temperature,cloud1-edge-iot-simulator,1712247933070407065,ms
,,190,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:43:27.402432298Z,115.843056,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0614d9a8-8830-4831-918f-e2a554db1fd3,/temperature,gateway1-edge-iot-simulator,1712195007351461649,ms
,,191,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:20:35.99696684Z,121.509071,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,061bc3c6-de53-4049-be84-3eee1ec2294b,/temperature,gateway1-edge-iot-simulator,1712269235942332429,ms
,,192,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T15:42:40.324997367Z,164.474448,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,061cca1f-bb97-4e81-bfcc-c4239f70419b,/temperature,gateway1-edge-iot-simulator,1712245360275026451,ms
,,193,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:15:23.165440015Z,119.30953,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,063e969c-865c-4ac1-a09d-55ca1140cb47,/temperature,gateway1-edge-iot-simulator,1712290523113006834,ms
,,194,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T17:24:53.97319906Z,121.036964,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06914546-a34c-4704-9a89-0793acb20311,/temperature,gateway1-edge-iot-simulator,1712251493926592743,ms
,,195,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T20:38:20.264403164Z,142.697185,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06a33311-ad21-4b7f-b5db-f49ac3f26a16,/temperature,gateway1-edge-iot-simulator,1712263100204031292,ms
,,196,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:23:36.445254116Z,189.301502,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06c589ce-095c-4d8e-a573-b35edf4a76de,/temperature,gateway1-edge-iot-simulator,1712269416388901079,ms
,,197,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T18:17:01.097325386Z,143.670917,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06dc3549-2d06-4f03-ab2c-01f86199f775,/temperature,gateway1-edge-iot-simulator,1712254621044407100,ms
,,198,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-03T23:44:11.535018528Z,141.419086,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06e084c0-874e-4f5f-865c-6a4741c3d2a8,/temperature,gateway1-edge-iot-simulator,1712187851490416292,ms
,,199,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:37:03.947422775Z,266.486684,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06e10fd3-8b0f-40f3-a007-189a855c4cc2,/temperature,cloud1-edge-iot-simulator,1712241423880929766,ms
,,200,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T01:09:59.247579325Z,137.63299,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06e5df9d-aae2-4e66-b0e7-fdcd68710e61,/temperature,gateway1-edge-iot-simulator,1712279399194821738,ms
,,201,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T17:17:53.061590917Z,135.026963,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06eb4add-d99c-4747-adf1-1dd5b8a77362,/temperature,gateway1-edge-iot-simulator,1712251073014427469,ms
,,202,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T03:21:16.310509913Z,114.486808,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06ec4fd3-cb90-48b0-9467-7e509542b755,/temperature,gateway1-edge-iot-simulator,1712287276260628746,ms
,,203,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:07:56.005655681Z,269.833218,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,06f97bdc-d218-4326-8ee3-9ef64d385954,/temperature,cloud1-edge-iot-simulator,1712239675942335475,ms
,,204,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:13:57.109150164Z,108.062696,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,071ad966-d1b7-4a95-86ae-365196a2897c,/temperature,gateway1-edge-iot-simulator,1712207637061324796,ms
,,205,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T15:46:40.882710056Z,205.179879,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,072111e9-5b81-42ad-8630-8d2e25574fb3,/temperature,gateway1-edge-iot-simulator,1712245600830559330,ms
,,206,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:39:14.753793881Z,114.801095,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0727051c-2a3e-4b81-9b87-b8bbdbc596d3,/temperature,gateway1-edge-iot-simulator,1712234354705792132,ms
,,207,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T19:47:13.533331584Z,121.457678,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,072fb811-a1c8-49c2-a3d8-3e13bffe8165,/temperature,gateway1-edge-iot-simulator,1712260033485021726,ms
,,208,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:05:54.145205686Z,108.977387,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07304bd1-520b-4e19-9b75-7104c6276e6b,/temperature,gateway1-edge-iot-simulator,1712225154094031645,ms
,,209,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:56:36.292959936Z,264.389738,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0731ab64-eb18-473f-9b8d-4dd564e20243,/temperature,cloud1-edge-iot-simulator,1712296596227951634,ms
,,210,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:21:45.572727481Z,113.347966,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07480886-9ac9-4b92-857c-f4a429e717a8,/temperature,gateway1-edge-iot-simulator,1712247705520813035,ms
,,211,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T11:26:11.17910083Z,267.16718,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0759b743-0d5a-487f-9a73-4e09caefd8af,/temperature,cloud1-edge-iot-simulator,1712229971116127466,ms
,,212,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T11:02:01.663490743Z,95.153509,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07728033-52c5-4a34-adea-7c7189a7c53b,/temperature,gateway1-edge-iot-simulator,1712228521613050226,ms
,,213,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T00:54:01.420852852Z,266.106813,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,077533e7-2763-48d1-be4d-9f5e0cbdb1e3,/temperature,cloud1-edge-iot-simulator,1712278441355795948,ms
,,214,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:29:05.289915931Z,267.701379,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0777d002-a30c-475f-977f-9f3b842ee2d6,/temperature,cloud1-edge-iot-simulator,1712215745227746143,ms
,,215,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:37:31.032565392Z,265.989156,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07909ec6-2ac5-48a3-9023-7cdcf895613f,/temperature,cloud1-edge-iot-simulator,1712295450960135388,ms
,,216,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T07:19:48.910470937Z,117.791582,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,079a2c16-cb13-4e2f-8306-86470286ff6f,/temperature,gateway1-edge-iot-simulator,1712301588863543917,ms
,,217,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:10:23.001690765Z,267.903831,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,079d9ccc-23da-47f2-b747-dba4791567dc,/temperature,cloud1-edge-iot-simulator,1712193022934910322,ms
,,218,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T18:50:05.665475576Z,91.512791,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07a13aea-f66f-4576-9389-19685429b380,/temperature,gateway1-edge-iot-simulator,1712256605611329531,ms
,,219,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T00:32:55.774990619Z,269.235932,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07b5f959-21a6-458a-b08c-7c5d7ce936b2,/temperature,cloud1-edge-iot-simulator,1712277175709702225,ms
,,220,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:01:44.250696987Z,114.711347,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07e3423d-0fb3-4d5c-8669-70c3f0e4a576,/temperature,gateway1-edge-iot-simulator,1712221304201784262,ms
,,221,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T02:38:46.942879455Z,265.885394,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07e4ce97-522d-42b9-967a-e4522a51a729,/temperature,cloud1-edge-iot-simulator,1712198326877375783,ms
,,222,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T19:00:07.112060796Z,166.715367,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07ea8e70-8e2c-4454-9551-338d9645c0cc,/temperature,gateway1-edge-iot-simulator,1712257207057512260,ms
,,223,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T04:25:15.644700451Z,266.441388,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07eab30b-b34b-466c-b3f0-a5fc99cd5988,/temperature,cloud1-edge-iot-simulator,1712204715581865480,ms
,,224,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T11:19:04.081738268Z,184.030799,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07f309ae-0d29-433c-91a7-fd70d6bbb786,/temperature,gateway1-edge-iot-simulator,1712229544032050279,ms
,,225,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T20:47:21.344597549Z,100.196251,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,07fee13f-af42-4eb2-a796-7664631ed5be,/temperature,gateway1-edge-iot-simulator,1712263641282562882,ms
,,226,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T00:44:59.009400366Z,271.485841,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,081aaaec-34b6-4b65-a9e6-6bd3f7576da8,/temperature,cloud1-edge-iot-simulator,1712277898943833116,ms
,,227,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T17:41:56.402223355Z,126.203873,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0847ba15-2def-425b-9b2a-b5f2348ecbc1,/temperature,gateway1-edge-iot-simulator,1712252516348910083,ms
,,228,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T02:02:26.255778604Z,264.775344,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0858feb2-ec79-4bb3-8bd3-df395d8c4ccd,/temperature,cloud1-edge-iot-simulator,1712282546192060161,ms
,,229,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T04:34:18.051923697Z,264.760348,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0866c0cc-9f3e-44a2-9835-23b1a1aef7fb,/temperature,cloud1-edge-iot-simulator,1712205257989703148,ms
,,230,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T18:41:04.326390493Z,116.000526,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,087d786e-91e9-43ac-a274-c29531fc60b6,/temperature,gateway1-edge-iot-simulator,1712256064269879861,ms
,,231,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:18:52.765303226Z,331.356278,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0889c1af-faec-4587-9235-9acf550b01e7,/temperature,cloud1-edge-iot-simulator,1712265532703016840,ms
,,232,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T03:22:16.475968023Z,163.558697,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,08927a62-404a-44f3-b834-ac7f6d05379a,/temperature,gateway1-edge-iot-simulator,1712287336424690792,ms
,,233,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:24:29.34819039Z,111.028229,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,089e85c7-8edb-46ab-a9ba-b582ce5e1383,/temperature,gateway1-edge-iot-simulator,1712240669295083216,ms
,,234,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:32:26.003978329Z,98.593465,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,08dd41ff-eaf0-4256-a23a-2ea546418c69,/temperature,gateway1-edge-iot-simulator,1712194345955905316,ms
,,235,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T00:05:48.461354072Z,266.531308,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,09129913-71ed-4cba-a0cb-d6db2e224fc9,/temperature,cloud1-edge-iot-simulator,1712275548397687423,ms
,,236,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:40:08.266750434Z,271.611043,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,092c8a97-6194-4593-b890-1060ded86adb,/temperature,cloud1-edge-iot-simulator,1712216408206187654,ms
,,237,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-03T23:50:01.382974955Z,265.369368,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,094383fe-afde-4fa4-8f2f-6e40b75dc12d,/temperature,cloud1-edge-iot-simulator,1712188201313052629,ms
,,238,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T19:08:08.092470438Z,110.018939,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,095ee4e4-8659-4593-9f35-0ffb70125ae1,/temperature,gateway1-edge-iot-simulator,1712257688040419325,ms
,,239,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:54:50.094435931Z,135.037844,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,09612a2a-7948-48d0-bdcf-593754f67277,/temperature,gateway1-edge-iot-simulator,1712249690046361537,ms
,,240,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T13:35:47.299976048Z,268.630298,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,09697437-ad4f-4034-aebb-9583375df429,/temperature,cloud1-edge-iot-simulator,1712237747238631432,ms
,,241,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T01:44:15.27169204Z,277.400947,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,09c6a63a-d3e5-44f8-93e9-eebe9d1c83b7,/temperature,cloud1-edge-iot-simulator,1712281455206020080,ms
,,242,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T08:02:54.641422277Z,126.087005,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,09d1f223-7b5a-4150-8a8f-c46f15978d9a,/temperature,gateway1-edge-iot-simulator,1712304174593553400,ms
,,243,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T20:54:22.388395013Z,171.200277,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,09fc1ffe-c425-4974-b737-d98e47229815,/temperature,gateway1-edge-iot-simulator,1712264062328075532,ms
,,244,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:52:52.273871358Z,87.667482,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0a0f2716-7a50-4557-bd4d-3626871cdcdb,/temperature,gateway1-edge-iot-simulator,1712224372221092799,ms
,,245,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-03T23:30:09.67733668Z,124.677688,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0a18d461-faf1-4200-b7fb-77503de7d316,/temperature,gateway1-edge-iot-simulator,1712187009603391005,ms
,,246,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T08:45:25.801957745Z,268.227881,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0a36abb9-a0b5-47f5-acbc-55781872835a,/temperature,cloud1-edge-iot-simulator,1712220325739429857,ms
,,247,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:29:45.182399485Z,267.452652,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0a4e8a7b-3143-4e05-8046-0c8e0e10573e,/temperature,cloud1-edge-iot-simulator,1712298585117906727,ms
,,248,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T08:48:26.084914161Z,263.957726,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0a631258-4db0-4e73-ae66-3be7559a8515,/temperature,cloud1-edge-iot-simulator,1712306906020428401,ms
,,249,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:37:30.239991118Z,130.459338,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0a9370f2-5235-411b-8fb6-71696912e570,/temperature,gateway1-edge-iot-simulator,1712266650181839297,ms
,,250,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T02:58:38.207563012Z,148.818612,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0aa615a0-c292-4980-aa1c-a94a64851cb8,/temperature,gateway1-edge-iot-simulator,1712199518156485599,ms
,,251,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:11:26.320123178Z,243.115099,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0ab5d6ab-4cf3-4371-8f6c-d61ab8c8dfdf,/temperature,gateway1-edge-iot-simulator,1712265086257667898,ms
,,252,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T00:10:15.160985255Z,162.760598,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0adb4b6a-ec92-4ee3-bfd0-d55326debee4,/temperature,gateway1-edge-iot-simulator,1712189415109827045,ms
,,253,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T11:32:12.781602375Z,262.468446,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0ae2f590-4d94-4a69-a8c0-12f87944fe68,/temperature,cloud1-edge-iot-simulator,1712230332719601287,ms
,,254,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T00:45:19.897021113Z,135.408553,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0ae9f67e-a68c-4d9a-9199-a0ad486dae53,/temperature,gateway1-edge-iot-simulator,1712191519846060132,ms
,,255,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:44:33.357698573Z,278.240841,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0aff176d-f927-4202-87d2-715de74643f9,/temperature,cloud1-edge-iot-simulator,1712234673293035586,ms
,,256,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:56:03.048964267Z,293.022888,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0b28474e-2d2f-4299-ac56-d19a9b1e9551,/temperature,cloud1-edge-iot-simulator,1712228162981914317,ms
,,257,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T01:11:59.496718487Z,137.209092,value,REQUEST,https://pulceo-node-16e5021250.francecentral.cloudapp.azure.com:80,req_rtt,0b3d39d3-a865-42de-947c-f3e4b5439a39,/temperature,gateway1-edge-iot-simulator,1712279519444477207,ms
