#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,destinationHost,requestType,requestUUID,resource,sourceHost,timestamp,unit
,,4178,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:23:42.159759078Z,376.380816,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06274576-0848-4ab7-a639-e196a25ca5cf,/temperature,gateway1-edge-iot-simulator,1712208222107599423,ms
,,4179,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T06:54:54.224547076Z,281.800727,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,062e4ecb-89b8-409f-83de-be33c82b8b45,/temperature,fog2-edge-iot-simulator,1712213694170056565,ms
,,4180,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:26:32.669972948Z,290.807537,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,062f7b0b-153c-48d1-8835-068197b68d08,/temperature,fog2-edge-iot-simulator,1712291192614148419,ms
,,4181,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T02:12:32.388883582Z,289.951392,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,063376a9-9d91-4c01-af00-fb441c140750,/temperature,fog2-edge-iot-simulator,1712196752336494968,ms
,,4182,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:31:07.128533428Z,296.162751,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0646855f-8ccc-423b-b64b-7ed4d0def525,/temperature,fog2-edge-iot-simulator,1712241067075491901,ms
,,4183,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T07:06:08.195427481Z,379.49343,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0648884f-5028-4359-83e4-7f44da381fe4,/temperature,gateway1-edge-iot-simulator,1712300768148108071,ms
,,4184,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T20:45:56.282992717Z,282.717742,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0666902e-57ca-4503-9dcc-6c82f946079e,/temperature,fog2-edge-iot-simulator,1712263556222629881,ms
,,4185,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T03:58:46.236790122Z,393.691767,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0687541d-9cf2-44ef-9ff2-20b1b7c9712a,/temperature,gateway1-edge-iot-simulator,1712289526190249239,ms
,,4186,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:55:54.379331508Z,397.200335,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06890640-aea5-4695-9671-85c2df717d9f,/temperature,gateway1-edge-iot-simulator,1712210154330749959,ms
,,4187,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:50:39.657269783Z,299.943363,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,068e9a89-56ce-4119-b9f9-c5b30975f9f8,/temperature,fog2-edge-iot-simulator,1712292639610493364,ms
,,4188,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:24:08.487816191Z,404.799896,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0699fd62-150c-4413-a59c-77bfc3a7b6a9,/temperature,gateway1-edge-iot-simulator,1712265848429457556,ms
,,4189,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:30:41.795033276Z,288.642767,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06a58963-9fae-4c31-b1b5-2c9fc8aa2815,/temperature,fog2-edge-iot-simulator,1712248241743700572,ms
,,4190,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T17:02:51.761845836Z,282.897907,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06aa91cf-51fc-4c70-90f3-9ecc7fede19f,/temperature,fog2-edge-iot-simulator,1712250171711416831,ms
,,4191,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-03T23:52:35.577452445Z,416.277034,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06aec793-3740-41e3-b3a6-d5b6794e0d59,/temperature,gateway1-edge-iot-simulator,1712188355521887079,ms
,,4192,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:08:21.029670771Z,375.856397,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06b51e5d-a65a-4967-ac3e-a997fdc7e038,/temperature,gateway1-edge-iot-simulator,1712221700987288698,ms
,,4193,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:53:15.848512773Z,303.429676,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06b6909a-0630-45c1-b43d-38a4817b891e,/temperature,fog2-edge-iot-simulator,1712267595797293157,ms
,,4194,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:07:19.957386917Z,296.613232,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06c082c0-1407-4938-a482-6cf5151a7a5b,/temperature,fog2-edge-iot-simulator,1712268439907891563,ms
,,4195,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:24:02.623523256Z,291.809539,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06e53e6a-3db0-4772-b97d-05cd48210da2,/temperature,fog2-edge-iot-simulator,1712215442568966715,ms
,,4196,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:32:07.419645416Z,288.616926,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06e61af6-810e-482e-a81f-866bccc072cd,/temperature,fog2-edge-iot-simulator,1712241127364652255,ms
,,4197,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T07:33:26.683739942Z,280.88423,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06ecf096-5475-4fc3-af65-262ac3b494c6,/temperature,fog2-edge-iot-simulator,1712302406637691871,ms
,,4198,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T07:22:14.373191554Z,393.585822,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,06f63897-3b80-49c4-923a-247c3cfea00e,/temperature,gateway1-edge-iot-simulator,1712301734329728100,ms
,,4199,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:55:26.420699103Z,373.236209,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,070e1fd6-ebbf-4185-af29-976be4ec2aa4,/temperature,gateway1-edge-iot-simulator,1712249726367269637,ms
,,4200,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:05:59.796805103Z,317.129677,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,07237e8e-f094-4385-bf02-85f09c53c2d7,/temperature,fog2-edge-iot-simulator,1712239559744384530,ms
,,4201,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T04:43:16.152224476Z,289.050015,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,07332ed1-81c4-4bd7-a300-72c05bd98e28,/temperature,fog2-edge-iot-simulator,1712205796097746659,ms
,,4202,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:14:27.802089912Z,358.802364,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0742a7f8-ecd0-40ee-be58-0dba7c833d86,/temperature,gateway1-edge-iot-simulator,1712268867747752741,ms
,,4203,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:16:16.103281499Z,291.333783,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,07610c09-e4c9-493b-997f-c30b669a2747,/temperature,fog2-edge-iot-simulator,1712193376047909415,ms
,,4204,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T01:50:19.979977344Z,339.390711,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,076d4619-8f35-41c8-b4f2-5b48ce5bbccc,/temperature,gateway1-edge-iot-simulator,1712195419932065607,ms
,,4205,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T15:45:28.738590429Z,300.291441,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,07a4c4f3-dbb4-4100-8de8-c47e420b0c94,/temperature,fog2-edge-iot-simulator,1712245528689164857,ms
,,4206,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T03:36:17.823270258Z,294.247949,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,07c938d9-9c20-4162-baae-b75328e2718c,/temperature,fog2-edge-iot-simulator,1712288177774379939,ms
,,4207,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:22:06.477307237Z,351.382731,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,07ca237f-0750-4837-8857-dbd9f4d36925,/temperature,gateway1-edge-iot-simulator,1712290926426009066,ms
,,4208,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T06:14:01.074079128Z,352.625508,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,07d625b6-482f-48c4-827d-f1bab886d874,/temperature,gateway1-edge-iot-simulator,1712211241019419430,ms
,,4209,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T04:06:49.35059144Z,370.410851,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08021d26-33ff-44da-b595-69feee76077e,/temperature,gateway1-edge-iot-simulator,1712290009299302245,ms
,,4210,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T08:44:25.928372232Z,289.33385,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,082a56e8-475f-44da-b537-fa322a1f4711,/temperature,fog2-edge-iot-simulator,1712220265880099470,ms
,,4211,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T00:54:09.743424547Z,302.977666,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,082bca35-1b1c-4c5d-aae9-b8f8d9e0f7e1,/temperature,fog2-edge-iot-simulator,1712192049687541538,ms
,,4212,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:52:19.593140297Z,356.821353,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,083b38fd-64e9-44cf-9725-1b22d1dc3d6e,/temperature,gateway1-edge-iot-simulator,1712267539535677015,ms
,,4213,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T00:07:17.408948861Z,287.84709,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,085e817b-f5d8-40fc-bac5-1813de7776cf,/temperature,fog2-edge-iot-simulator,1712275637357713441,ms
,,4214,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:52:48.89380035Z,293.495266,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0885a142-14da-4981-8f31-907535b4c077,/temperature,fog2-edge-iot-simulator,1712249568845549173,ms
,,4215,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:32:45.5575567Z,357.362684,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08872c25-e6de-49ee-ab5b-11844e647b3c,/temperature,gateway1-edge-iot-simulator,1712208765508358157,ms
,,4216,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T23:57:14.544475642Z,302.236658,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,089ae3c6-331a-4aa9-b013-7f76d1e32206,/temperature,fog2-edge-iot-simulator,1712275034493166537,ms
,,4217,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:22:29.082056852Z,394.517317,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,089f0544-2198-4af6-bae5-482feb82d4b9,/temperature,gateway1-edge-iot-simulator,1712215349035763064,ms
,,4218,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T23:26:42.958247274Z,280.876341,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08a6400d-ac89-4aef-9a8c-779c178163c0,/temperature,fog2-edge-iot-simulator,1712273202914092472,ms
,,4219,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:59:43.283174303Z,413.706765,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08ae67ad-503d-4db9-941e-4ac7e1e15e5e,/temperature,gateway1-edge-iot-simulator,1712217583229479454,ms
,,4220,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:27:28.619492289Z,407.10647,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08bdfa4a-9746-4e07-8974-c5563ea88b7e,/temperature,gateway1-edge-iot-simulator,1712222848563792533,ms
,,4221,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T17:20:35.788160746Z,361.572453,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08bfba35-010a-406d-8343-6e3ce16617c6,/temperature,gateway1-edge-iot-simulator,1712251235733970896,ms
,,4222,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T09:50:37.219810837Z,370.717424,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08c7fce5-014c-4143-b285-e0fd867cdaa8,/temperature,gateway1-edge-iot-simulator,1712224237167511441,ms
,,4223,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:05:07.487188831Z,404.972576,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,08dfc2a6-0b3e-4c30-9ed0-224f455b3974,/temperature,gateway1-edge-iot-simulator,1712246707437899850,ms
,,4224,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T08:50:27.639813549Z,281.155042,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09022da1-2553-4d0c-bc8c-2fa54994bd52,/temperature,fog2-edge-iot-simulator,1712220627592267127,ms
,,4225,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:07:43.728816687Z,367.745928,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0904f402-07c1-4826-9827-2242b5c2601f,/temperature,gateway1-edge-iot-simulator,1712225263675674210,ms
,,4226,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T08:51:27.921092086Z,282.114524,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,090a822b-6017-4a73-bd6d-573afca2597e,/temperature,fog2-edge-iot-simulator,1712220687874931297,ms
,,4227,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:22:24.336165828Z,290.355224,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,091db6ee-14f2-430c-a2df-e1390e996236,/temperature,fog2-edge-iot-simulator,1712269344289612727,ms
,,4228,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:53:03.251170087Z,288.913709,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0927ad2a-59f1-4d19-8cb5-0648596ebe93,/temperature,fog2-edge-iot-simulator,1712227983198830183,ms
,,4229,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:09:23.979764421Z,381.707845,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,094bfce6-6394-41a5-a114-8b76e342e717,/temperature,gateway1-edge-iot-simulator,1712293763932964160,ms
,,4230,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T13:07:42.866521843Z,303.57323,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,094d5e1e-af48-4f58-b619-f38876201fc6,/temperature,fog2-edge-iot-simulator,1712236062817339132,ms
,,4231,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T01:33:42.405496607Z,300.35376,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0975e77d-5be6-46e3-b50a-46c5723445db,/temperature,fog2-edge-iot-simulator,1712280822352950763,ms
,,4232,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T18:19:13.820758087Z,287.740533,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09772c39-7e35-49cc-aae0-9e086e3036fc,/temperature,fog2-edge-iot-simulator,1712254753773917721,ms
,,4233,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T11:07:06.510809435Z,409.135959,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,097aebb2-e294-403c-ba1d-421e7e66d3bd,/temperature,gateway1-edge-iot-simulator,1712228826464929721,ms
,,4234,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T00:26:48.562568914Z,413.608904,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,097cbf43-5405-485c-a952-109a004f94ca,/temperature,gateway1-edge-iot-simulator,1712190408507970936,ms
,,4235,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:47:47.432883856Z,293.224236,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09867f51-46aa-4a6e-8dc3-fa73f07cf0c0,/temperature,fog2-edge-iot-simulator,1712249267380400899,ms
,,4236,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T23:46:02.640554114Z,362.593258,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09b5041f-82b7-430d-897a-59fe4d212439,/temperature,gateway1-edge-iot-simulator,1712274362590877819,ms
,,4237,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:10:24.402627584Z,421.432142,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09bac8fc-778c-4fa4-b46f-89258220a7b0,/temperature,gateway1-edge-iot-simulator,1712293824354750901,ms
,,4238,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T03:44:20.179287403Z,286.087163,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09c08666-ff16-4c64-8075-075f75b4c555,/temperature,fog2-edge-iot-simulator,1712288660130992269,ms
,,4239,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:25:06.94137171Z,296.616683,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09ca9900-b78a-4898-9615-ac9164e7bb63,/temperature,fog2-edge-iot-simulator,1712298306891018577,ms
,,4240,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T16:32:17.746429556Z,457.123712,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09cdfa77-cbdf-40da-a0b8-b698928c098d,/temperature,gateway1-edge-iot-simulator,1712248337693531364,ms
,,4241,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T21:57:21.459587466Z,363.848511,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09d1d6e3-030a-44be-be6b-431a05524f4a,/temperature,gateway1-edge-iot-simulator,1712267841400538592,ms
,,4242,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:15:39.175888145Z,380.059359,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09e43d69-1b57-4be1-bcb0-3920a2f9f864,/temperature,gateway1-edge-iot-simulator,1712207739126373960,ms
,,4243,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:07:36.12548617Z,337.401098,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09e8b544-1002-40dd-9001-65db9aceca1c,/temperature,gateway1-edge-iot-simulator,1712207256076803861,ms
,,4244,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T18:08:10.61554249Z,286.841551,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09f0fd0b-4853-4046-81e0-8fa98d875812,/temperature,fog2-edge-iot-simulator,1712254090563064868,ms
,,4245,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T05:54:40.905415738Z,405.057927,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,09f18306-aa9d-4e28-89e6-d648c6a615f4,/temperature,gateway1-edge-iot-simulator,1712296480854412591,ms
,,4246,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T05:44:50.151536552Z,396.076222,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a000bbd-b015-402a-b887-2579a3b3edeb,/temperature,gateway1-edge-iot-simulator,1712209490099498684,ms
,,4247,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T12:03:24.025455441Z,286.368989,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a031211-a96a-46d8-95fb-3b635bc6c1e6,/temperature,fog2-edge-iot-simulator,1712232203976813234,ms
,,4248,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-05T06:04:00.842924337Z,286.095129,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a38e878-d980-445e-a142-041f072d87d2,/temperature,fog2-edge-iot-simulator,1712297040793204384,ms
,,4249,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T14:37:34.425144491Z,405.95833,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a4c9326-b234-4112-896b-c618bea408b5,/temperature,gateway1-edge-iot-simulator,1712241454374465738,ms
,,4250,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:18:47.903301125Z,338.935747,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a550b98-40f9-48eb-87fd-6f24486c8070,/temperature,gateway1-edge-iot-simulator,1712225927849706330,ms
,,4251,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T13:11:44.044529644Z,289.590735,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a684cfb-773e-43c8-a3ab-76d93f53565a,/temperature,fog2-edge-iot-simulator,1712236303995729254,ms
,,4252,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T07:25:02.913118488Z,291.092983,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a6b3c1a-a627-431a-8137-1cfe84bbb07b,/temperature,fog2-edge-iot-simulator,1712215502860584664,ms
,,4253,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T02:29:35.4872595Z,417.497932,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a7aa21c-9925-4a8d-adc6-62f0030fc42e,/temperature,gateway1-edge-iot-simulator,1712197775437937358,ms
,,4254,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T10:34:54.209834412Z,356.963629,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a8dfbad-b981-4319-a35b-7f8db9bec725,/temperature,gateway1-edge-iot-simulator,1712226894154537871,ms
,,4255,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T19:34:26.058911861Z,368.590672,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0a96dc39-38f1-4c1a-933f-71fe6b1e370f,/temperature,gateway1-edge-iot-simulator,1712259266012268258,ms
,,4256,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T08:32:56.812331025Z,347.514615,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0aa31160-3efb-40e0-8248-a1fee7ffb869,/temperature,gateway1-edge-iot-simulator,1712219576764729508,ms
,,4257,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T00:12:57.847874584Z,286.99289,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0aa43992-1712-4701-a9d3-8b5f48d307c7,/temperature,fog2-edge-iot-simulator,1712189577788170277,ms
,,4258,2024-03-06T09:06:26.5274872Z,2024-04-05T09:06:26.5274872Z,2024-04-04T22:57:44.18857212Z,378.2706,value,REQUEST,https://pulceo-node-cc15023803.eastus.cloudapp.azure.com:80,req_rtt,0aa7174a-4ea4-4baf-ac63-f41c31e513e3,/temperature,gateway1-edge-iot-simulator,1712271464129926387,ms
